item_category,item,ambiguity,length,resolution,finality,critical_word_index,word_index,word,surprisal
critical,1,ambiguous,long,,final,12,0,After,18.587234497070312
critical,1,ambiguous,long,,final,12,1,the,2.4606616497039795
critical,1,ambiguous,long,,final,12,2,director,13.812959671020508
critical,1,ambiguous,long,,final,12,3,finished,7.714066982269287
critical,1,ambiguous,long,,final,12,4,filming,5.555628299713135
critical,1,ambiguous,long,,final,12,5,the,1.7135387659072876
critical,1,ambiguous,long,,final,12,6,actors,9.085833549499512
critical,1,ambiguous,long,,final,12,7,exhausted,16.325130462646484
critical,1,ambiguous,long,,final,12,8,from,5.1713643074035645
critical,1,ambiguous,long,,final,12,9,the,1.2501652240753174
critical,1,ambiguous,long,,final,12,10,long,3.04524302482605
critical,1,ambiguous,long,,final,12,11,day,2.9321775436401367
critical,1,ambiguous,long,,final,12,12,left.,16.248441696166992
critical,1,ambiguous,short,,final,7,0,After,18.587234497070312
critical,1,ambiguous,short,,final,7,1,the,2.4606616497039795
critical,1,ambiguous,short,,final,7,2,director,13.812959671020508
critical,1,ambiguous,short,,final,7,3,finished,7.714066982269287
critical,1,ambiguous,short,,final,7,4,filming,5.555628299713135
critical,1,ambiguous,short,,final,7,5,the,1.7135387659072876
critical,1,ambiguous,short,,final,7,6,actors,9.085833549499512
critical,1,ambiguous,short,,final,7,7,left.,11.870776176452637
critical,1,unambiguous,long,comma,final,12,0,After,18.587234497070312
critical,1,unambiguous,long,comma,final,12,1,the,2.4606616497039795
critical,1,unambiguous,long,comma,final,12,2,director,13.812959671020508
critical,1,unambiguous,long,comma,final,12,3,finished,7.714066982269287
critical,1,unambiguous,long,comma,final,12,4,"filming,",7.383366346359253
critical,1,unambiguous,long,comma,final,12,5,the,2.255650043487549
critical,1,unambiguous,long,comma,final,12,6,actors,5.328704833984375
critical,1,unambiguous,long,comma,final,12,7,exhausted,15.300031661987305
critical,1,unambiguous,long,comma,final,12,8,from,4.806449890136719
critical,1,unambiguous,long,comma,final,12,9,the,1.3605422973632812
critical,1,unambiguous,long,comma,final,12,10,long,3.126229047775269
critical,1,unambiguous,long,comma,final,12,11,day,6.153363227844238
critical,1,unambiguous,long,comma,final,12,12,left.,14.264422416687012
critical,1,unambiguous,short,comma,final,7,0,After,18.587234497070312
critical,1,unambiguous,short,comma,final,7,1,the,2.4606616497039795
critical,1,unambiguous,short,comma,final,7,2,director,13.812959671020508
critical,1,unambiguous,short,comma,final,7,3,finished,7.714066982269287
critical,1,unambiguous,short,comma,final,7,4,"filming,",7.383366346359253
critical,1,unambiguous,short,comma,final,7,5,the,2.255650043487549
critical,1,unambiguous,short,comma,final,7,6,actors,5.328704833984375
critical,1,unambiguous,short,comma,final,7,7,left.,9.4334077835083
critical,1,unambiguous,long,object,final,15,0,After,18.587234497070312
critical,1,unambiguous,long,object,final,15,1,the,2.4606616497039795
critical,1,unambiguous,long,object,final,15,2,director,13.812959671020508
critical,1,unambiguous,long,object,final,15,3,finished,7.714066982269287
critical,1,unambiguous,long,object,final,15,4,filming,5.555628299713135
critical,1,unambiguous,long,object,final,15,5,the,1.7135387659072876
critical,1,unambiguous,long,object,final,15,6,final,7.039907455444336
critical,1,unambiguous,long,object,final,15,7,scene,1.3519212007522583
critical,1,unambiguous,long,object,final,15,8,the,7.986720085144043
critical,1,unambiguous,long,object,final,15,9,actors,5.228826999664307
critical,1,unambiguous,long,object,final,15,10,exhausted,13.902061462402344
critical,1,unambiguous,long,object,final,15,11,from,3.7133309841156006
critical,1,unambiguous,long,object,final,15,12,the,1.1927341222763062
critical,1,unambiguous,long,object,final,15,13,long,2.020031213760376
critical,1,unambiguous,long,object,final,15,14,day,2.9340157508850098
critical,1,unambiguous,long,object,final,15,15,left.,13.29621648788452
critical,1,unambiguous,short,object,final,10,0,After,18.587234497070312
critical,1,unambiguous,short,object,final,10,1,the,2.4606616497039795
critical,1,unambiguous,short,object,final,10,2,director,13.812959671020508
critical,1,unambiguous,short,object,final,10,3,finished,7.714066982269287
critical,1,unambiguous,short,object,final,10,4,filming,5.555628299713135
critical,1,unambiguous,short,object,final,10,5,the,1.7135387659072876
critical,1,unambiguous,short,object,final,10,6,final,7.039907455444336
critical,1,unambiguous,short,object,final,10,7,scene,1.3519212007522583
critical,1,unambiguous,short,object,final,10,8,the,7.986720085144043
critical,1,unambiguous,short,object,final,10,9,actors,5.228826999664307
critical,1,unambiguous,short,object,final,10,10,left.,9.933954238891602
critical,1,ambiguous,long,,nonfinal,12,0,After,18.587234497070312
critical,1,ambiguous,long,,nonfinal,12,1,the,2.4606616497039795
critical,1,ambiguous,long,,nonfinal,12,2,director,13.812959671020508
critical,1,ambiguous,long,,nonfinal,12,3,finished,7.714066982269287
critical,1,ambiguous,long,,nonfinal,12,4,filming,5.555628299713135
critical,1,ambiguous,long,,nonfinal,12,5,the,1.7135387659072876
critical,1,ambiguous,long,,nonfinal,12,6,actors,9.085833549499512
critical,1,ambiguous,long,,nonfinal,12,7,exhausted,16.325130462646484
critical,1,ambiguous,long,,nonfinal,12,8,from,5.1713643074035645
critical,1,ambiguous,long,,nonfinal,12,9,the,1.2501652240753174
critical,1,ambiguous,long,,nonfinal,12,10,long,3.04524302482605
critical,1,ambiguous,long,,nonfinal,12,11,day,2.9321775436401367
critical,1,ambiguous,long,,nonfinal,12,12,left,10.064209938049316
critical,1,ambiguous,long,,nonfinal,12,13,to,3.91708779335022
critical,1,ambiguous,long,,nonfinal,12,14,go,5.593811511993408
critical,1,ambiguous,long,,nonfinal,12,15,home.,3.2737021446228027
critical,1,ambiguous,short,,nonfinal,7,0,After,18.587234497070312
critical,1,ambiguous,short,,nonfinal,7,1,the,2.4606616497039795
critical,1,ambiguous,short,,nonfinal,7,2,director,13.812959671020508
critical,1,ambiguous,short,,nonfinal,7,3,finished,7.714066982269287
critical,1,ambiguous,short,,nonfinal,7,4,filming,5.555628299713135
critical,1,ambiguous,short,,nonfinal,7,5,the,1.7135387659072876
critical,1,ambiguous,short,,nonfinal,7,6,actors,9.085833549499512
critical,1,ambiguous,short,,nonfinal,7,7,left,7.168190002441406
critical,1,ambiguous,short,,nonfinal,7,8,to,4.903720855712891
critical,1,ambiguous,short,,nonfinal,7,9,go,3.467684745788574
critical,1,ambiguous,short,,nonfinal,7,10,home.,3.618245244026184
critical,1,unambiguous,long,comma,nonfinal,12,0,After,18.587234497070312
critical,1,unambiguous,long,comma,nonfinal,12,1,the,2.4606616497039795
critical,1,unambiguous,long,comma,nonfinal,12,2,director,13.812959671020508
critical,1,unambiguous,long,comma,nonfinal,12,3,finished,7.714066982269287
critical,1,unambiguous,long,comma,nonfinal,12,4,"filming,",7.383366346359253
critical,1,unambiguous,long,comma,nonfinal,12,5,the,2.255650043487549
critical,1,unambiguous,long,comma,nonfinal,12,6,actors,5.328704833984375
critical,1,unambiguous,long,comma,nonfinal,12,7,exhausted,15.300031661987305
critical,1,unambiguous,long,comma,nonfinal,12,8,from,4.806449890136719
critical,1,unambiguous,long,comma,nonfinal,12,9,the,1.3605422973632812
critical,1,unambiguous,long,comma,nonfinal,12,10,long,3.126229047775269
critical,1,unambiguous,long,comma,nonfinal,12,11,day,6.153363227844238
critical,1,unambiguous,long,comma,nonfinal,12,12,left,8.963977813720703
critical,1,unambiguous,long,comma,nonfinal,12,13,to,5.068942070007324
critical,1,unambiguous,long,comma,nonfinal,12,14,go,4.299315929412842
critical,1,unambiguous,long,comma,nonfinal,12,15,home.,1.3798429369926453
critical,1,unambiguous,short,comma,nonfinal,7,0,After,18.587234497070312
critical,1,unambiguous,short,comma,nonfinal,7,1,the,2.4606616497039795
critical,1,unambiguous,short,comma,nonfinal,7,2,director,13.812959671020508
critical,1,unambiguous,short,comma,nonfinal,7,3,finished,7.714066982269287
critical,1,unambiguous,short,comma,nonfinal,7,4,"filming,",7.383366346359253
critical,1,unambiguous,short,comma,nonfinal,7,5,the,2.255650043487549
critical,1,unambiguous,short,comma,nonfinal,7,6,actors,5.328704833984375
critical,1,unambiguous,short,comma,nonfinal,7,7,left,5.022840023040772
